text;label
Bo w branży tekstylnej jest tak, że w tej chwili de facto sklepy są zamknięte i w związku z tym sprzedaż nie następuje, czy to hurtowa, czy to detaliczna;duda
Butlę porto chwycił i jedną czwartą wypił;taco
Oczywiście, Straż Graniczna w ostatnim dziesięcioleciu miała ważne momenty i ważne próby – to Euro 2012, to szczyt NATO w Warszawie, to Światowe Dni Młodzieży, czy COP 24 w Katowicach – wielkie wydarzenia o charakterze ogólnoeuropejskim czy ogólnoświatowym, które spowodowały, że przyjechało do nas mnóstwo gości z zagranicy;duda
No a w szkole nie mówili, że ta molly szkodzi;taco
Wracam i widzę awizo;taco
A rok później mamy się za nic, na wieszaku ciągle jej szalik;taco
Dzięki własnym wysiłkom odnieśliśmy wielki sukces gospodarczy, pomnażając wspólny dorobek;duda
Ta grupa nie może pozostać poza rozwiązaniami ustawowymi, które niosą pomoc, bo – niestety – także zachodzi niebezpieczeństwo, że wielu polskich rolników, wiele gospodarstw rolnych będzie tym kryzysem dotkniętych, one potrzebują pomocy;duda
Ona wychodzi, on dostrzega jakąś butlę rumu;taco
Bardzo dziękuję;duda
Gdy typy śpiewają o Legii pod oknem (ej);taco
Kolegom pękają gumy;taco
Ale, Proszę Państwa, to także kwestia tego, w jaki sposób będą chronieni rolnicy;duda
Ludzie rzucili się, przez dwa czy trzy dni pokazywane były puste półki w sklepach i co? Po dwóch-trzech dniach okazało się, że nie ma żadnej potrzeby masowego wykupywania, że to wszystko była zupełnie niepotrzebna panika;duda
Krople brudnego deszczu zdobią szyby brudnego Saaba;taco
Nie wiesz jak mnie wkurwia, kiedy nie odbierasz;taco
Moja droga, trochę by było szkoda nas;taco
Miękkie piersi, twarde narkotyki;taco
Tak mnie irytuje, gdy nie odpisujesz (ej, hej, hej);taco
To była dla mnie także osobista tragedia;duda
I dzięki temu, że mogą wracać do pracy będzie możliwe także to, abyśmy my mogli kupić w Chinach ten potrzebny nam sprzęt;duda
To nie jest tradycja krótka, bo można ją wywodzić od Cichociemnych – i tak zresztą dzisiaj w większości przypadków w czasach Armii Krajowej, w czasach II wojny światowej, osadzone są tradycje naszych jednostek specjalnych;duda
Oczywiście, decyzje w tym zakresie należą przede wszystkim do Ministra Zdrowia – to w zależności od rozwoju sytuacji i opinii ekspertów, którzy Pana Ministra wspierają, Głównego Inspektora Sanitarnego i oczywiście Premiera;duda
Ostry sosik plami bluzę gdzieś przy Rondo ONZ;taco
Piękny warszawski piątek, pełen przekąsek, zakąsek;taco
Minęła północ;taco
Dzisiaj, niestety, w wyniku zaszłości, wielu dziesięcioleci zaniedbań w tym zakresie, jesteśmy jednym z tych krajów, które retencjonują najmniej wody w Europie i to musimy zmienić;duda
Zdaniem specjalistów zbliżamy się do kluczowego, przełomowego momentu w walce z epidemią;duda
W każdym razie jeszcze raz apeluję do Państwa o odpowiedzialność i wszystkim, którzy odpowiedzialnie zachowują się w ostatnim czasie, a zwłaszcza tym, którzy aktywnie działają, wspierają swoich współobywateli, pracują odpowiedzialnie, wykonują swoje obowiązki, służą innym – wszystkim tym jeszcze raz składam ogromne wyrazy wdzięczności i szacunku;duda
Zobaczyłem wszystko, chyba wrócę i się spać położę;taco
Jestem ateistą, ale niech mi dobry Pan pomoże..;taco
Rzeczywiście został przygotowany, piękne alejki, ławki, piękne urządzenia do zabawy dla dzieci i chłopcy grali tam w piłkę;duda
Znajdź mnie tam gdzie +4822;taco
Pisała siedem dni, teraz się boi, że ten Piotr pękł;taco
Zabrakło papierosów, doszła do wniosku;taco
Dzisiaj jestem u Państwa na rzeczywiście uroczystej sesji, by właśnie dzisiaj w wyjątkowy sposób podkreślić to 30-lecie;duda
Mówię to z całą  odpowiedzialnością, bo wystarczy popatrzeć na Europę Środkową i zobaczyć, jak bardzo zmienił się na przestrzeni tych lat i jak bardzo dzisiaj jest w przedzie całej stawki, wielki kraj europejski, jakim jest Polska;duda
Teraz właśnie, proszę Państwa, jesteśmy w podstrefie starachowickiej Specjalnej Strefy Ekonomicznej w Staszowie;duda
Wszystkie plany tak mgliste;taco
Ale przede wszystkim chcę powiedzieć jedno;duda
Ale 2 0 19 ej, Janek odpalił trasę, ej;taco
Mam zresztą nadzieję, że sytuacja epidemiczna w naszym kraju będzie opanowana na tyle, że w miarę w niedługim czasie będziemy mogli powoli zacząć wracać do normalnego funkcjonowania;duda
WWA, lato 2k19;taco
Wjechałem jak Conrado, o kurwa, jesteście cali?;taco
więc przelałem na sieroty parę kafli;taco
One się toczą także tutaj w Pałacu Prezydenckim, one toczą się w bardziej zamkniętej formie w Biurze Bezpieczeństwa Narodowego;duda
Ale koniec tej przejażdżki, muszę wyjść, znowu patrzeć w niebo;taco
Boję się policji strasznie, ale wiedzcie to wreszcie;taco
Nagle zgasły wszystkie te relacje z każdym z którym miałem kiedyś dziką chemię;taco
Słyszałem, że coś mruczysz, więc powiedz to reszcie sali;taco
Tak stało się po wielkim kryzysie na przełomie lat 20;duda
O, tutaj stanie pan, za bramą. Już jesteśmy pod domem;taco
Tracą maniery: no, do kurwy nędzy, co się pan pcha?!;taco
Właśnie to było dla mnie ważne;duda
(Ale, ale) idę na balet i żyję wspaniale;taco
A zrobiliśmy coś z niczego, Fifi MacGyver;taco
Chciałbym kiedyś zrobić sześć zer;taco
Ciągle czekam aż wpłynie pensja (pensja), którą wydam pewnie na bzdurę (bzdurę);taco
Więc, panie listonoszu, sio, chcesz to wracaj z policją;taco
Nie awanturnictwa politycznego, nie kłótni, nie przeszkadzania sobie nawzajem, tylko współdziałania, mądrej, dobrej dla Polski polityki, którą zobowiązywałem się realizować i zobowiązuje się realizować;duda
Ale przypominam sobie to też jako czas takiej łączności z mieszkańcami;duda
Bo sądzę, że w Państwa sercach – jako mieszkańców Piątku – Piątek zawsze był miastem;duda
Jak wieści ze szczytu, gdy jestem na dnie (dnie, dnie);taco
Na ochronę budżetów domowych Polaków, na ochronę miejsc pracy oraz ciągłości funkcjonowania polskich przedsiębiorstw – szczególnie małych i średnich – mają być przeznaczone setki miliardów złotych;duda
Jednak w obecnej sytuacji budzi on nadzieję;duda
Przeminęły lata, ja z tym samym składem (eh);taco
Jestem ateistą, ale niech mi dobry Pan pomoże;taco
Wiele dowodów tej ludzkiej solidarności obserwowaliśmy podczas przejazdu trumien z ciałami Pary Prezydenckiej;duda
Oto nasz Uber. Wsiadaj do fury;taco
Twoje biodra są jak winyl, więc jeszcze je kręć;taco
Upłynęło tyle lat, nie wiem kiedy to minęło nawet;taco
Władam sojowym mlekiem, bo jestem soja Posejdon;taco
To właśnie dlatego na ten program retencji przeznaczonych zostało na najbliższe lata 12 mld zł po to, aby poprawić sytuację nawodnienia terenów rolniczych;duda
Ciekawy byłem, to brałem;taco
I temu służy akt symbolicznego przywrócenia praw miejskich Państwa miastu;duda
Może jednak później, tak do końca nie wiem (tak do końca nie wiem);taco
Wewnętrzna kieszeń płaszcza, zawsze w niej browary noszę;taco
Nie było zgromadzeń i przemówień, nie było mszy świętych za ich dusze;duda
Byłem wówczas ministrem w Kancelarii Prezydenta prof;duda
To wszystko oznacza pracę i to wszystko oznacza miejsca pracy;duda
To jest dzisiaj nam bardzo potrzebne i liczę na to, że to będzie możliwe;duda
Jest ogromne zaangażowanie ze strony strażaków ochotników;duda
Po pierwsze – w mieście, które ponownie otrzymało swoje prawa miejskie odebrane przez obce państwo, obce władze, odebrane kiedyś przez rosyjskiego zaborcę po powstaniu styczniowym za to, że było miastem polskim i mężnym;duda
Awizo, awizo;taco
Proszę poruszać się na zewnątrz tylko wtedy, kiedy to rzeczywiście potrzebne, starać się w jak największym stopniu to ograniczać, żeby to były faktycznie uzasadnione przypadki;duda
Przed chwilą zakończyło się moje spotkanie z Panem Premierem Mateuszem Morawieckim i z Panią – już Wicepremier, ale też Minister Rozwoju – Jadwigą Emilewicz;duda
W ostatnim czasie Polska pod względem zamożności zaczęła nawet wyprzedzać część krajów Zachodu, które o wiele dłużej od nas należą do Wspólnoty;duda
Po pierwsze powiedziałem, że trzeba na nowo spojrzeć na budżet na kolejną perspektywę finansową, że trzeba mądrzej, niż do tej pory było to proponowane, rozłożyć w tym budżecie akcenty i środki, że nadal niezwykle ważna pozostaje polityka spójności – a może właśnie nawet ważniejsza w dobie koronawirusa – i że jeszcze raz trzeba się przyjrzeć propozycjom, które w tym zakresie są tam przedstawione;duda
Pewnie na pielgrzymce są u Matki Boskiej Licheńskiej;taco
Niechaj wejdzie wewnątrz, wpuść go wewnątrz;taco
Ktoś tam mi pisze o jakiejś reklamie i prosi serdecznie o kontakt;taco
Dzięki sprawnym i planowym działaniom wychodzimy obronną ręką z niezwykle trudnej sytuacji;duda
Chiny produkują go normalnie w ogromnej ilości, ta produkcja w tej chwili się toczy i jest wzmacniana;duda
Ale to są także i te mniejsze działania, to są te lokalne spółki wodne – taka istnieje też tutaj na tych terenach, bardzo dobrze zresztą działa – i cały szereg tych działań ułatwiających rolnikom prowadzenie gospodarki wodnej chcemy w ramach tej specustawy porozwiązywać;duda
Panowie bez żon, penisy ich świerzbią;taco
Miałem tych fanów płaczących, weźcie ich proszę zabierzcie;taco
A więc w takim czasie, w którym trudno było stwierdzić, że tak strasznych rozmiarów kryzys nas dotknie, z jakim mamy obecnie do czynienia i z którym – także widać – będziemy się zmagali w przyszłości, który w oczywisty sposób musimy pokonać, stosując właśnie różne dobre rozwiązania;duda
Wręcz przeciwnie: realizujemy wszystko;duda
Zapraszałem ją do mieszkania, kątem oka widzę jej stanik;taco
Żeby tańczyć z tą piękną co ma cudne dziary;taco
Tak również stało się po II wojnie światowej, gdy właśnie na gruzach zburzonej przez wojnę Europy dzięki mądrym inwestycjom i mądrej polityce zbudowano później Europę Zachodnią – Europę wielkiej prosperity i bardzo wysokiego poziomu życia dla wszystkich jej obywateli, opartą na społecznej gospodarce rynkowej;duda
A teraz bądźcie cisi jak jacyś mnisi z Shaolin;taco
Musimy razem patrzeć na wspólne dobro, a nie kierować się partykularnymi interesami;duda
Po pierwsze odebrałem ślubowanie od nowo wybranego sędziego Trybunału Konstytucyjnego;duda
Posłowie i senatorowie, duchowni różnych wyznań, szefowie wielu urzędów centralnych, przedstawiciele Rodzin Katyńskich, generałowie, funkcjonariusze Biura Ochrony Rządu, piloci i cała załoga samolotu;duda
Jakieś inne miejsce na ziemi sobie znajdę;taco
A to dopiero Plac Wilsona, chyba zaraz skonam;taco
Ale także w miejscu, które – jeżeli popatrzymy na Europę jako całość – śmiało można mówić, że jest także centrum Europy;duda
Właśnie zakończyło się spotkanie Rządowego Zespołu Zarządzania Kryzysowego;duda
Proszę pilnować dystansu pomiędzy osobami, czy wtedy, kiedy Państwo jesteście w jakichś pomieszczeniach, czy kiedy jesteście na ulicy – to są bardzo ważne kwestie;duda
Ja zawsze powtarzam, że to polskie rolnictwo, trud polskiego rolnika, zapewnia nam bezpieczeństwo żywnościowe;duda
Dziś szkoła podstawowa pozostała nieco większa, natomiast resztę przeznaczono na żłobek, właśnie po gruntownych pracach remontowych;duda
Ona ma serce jak lód, ty masz alergię na chłód;taco
Słyszałem, że coś mruczysz, więc powiedz to reszcie sali;taco
I druga – zostaną wprowadzone przepisy dotyczące strażaków ochotników;duda
Wsadzenie mnie do celi na wieki jest waszą misją;taco
Czy chce grać koncert? Zaproponuj jakąś sumę. Zobaczę;taco
Ty chciałaś wiedzieć co u mnie;taco
Tak samo jak bardzo bliskie zawsze było mi miasto rodzinne mojego ojca, Stary Sącz, niewielkie miasto w Małopolsce i wioska, w której urodził się mój dziadek, który był prostym człowiekiem, kuśnierzem, rzemieślnikiem, ale zawsze uważałem, że był wzorcem postawy obywatelskiej, ludzkiej i spojrzenia na drugiego człowieka;duda
Ja nigdy nie ukrywałem tego, że mimo że sam urodziłem się w jednym z największych polskich miast, w Krakowie, mimo że skończyłem studia prawnicze, mimo że pracowałem na uniwersytecie, zresztą ucząc studentów między innymi o samorządzie terytorialnym, bo prawa administracyjnego, że jestem doktorem nauk prawnych, to właśnie ta Polska gminna i powiatowa zawsze była mi bardzo bliska;duda
Twoje biodra są jak winyl, więc jeszcze je kręć;taco
Każdy król kiedyś upuści swoje berło;taco
Stoi praska dziunia w stroju disco-barokowym;taco
Potem to wstrętny pozer;taco
Poczynając od remontów różnego rodzaju placówek edukacyjnych i innych, czy budowy nowych, aż poprzez dbanie o samorządową służbę zdrowia, tą, która jest w gestii samorządów;duda
Barman pyta czy chcę jeszcze. Bardzo proszę;taco
Chcę podziękować za te wszystkie lata służby, chcę podziękować za całą działalność, która przez ten czas była prowadzona, chcę podziękować za to, że funkcjonariusze są tak wyszkoleni, chcę podziękować za to, że Straż Graniczna jest tak dobrze zorganizowana i że w dobry sposób funkcjonuje, że zawsze – ilekroć jest taka potrzeba – Straż Graniczna staje na wysokości zadania;duda
Barman pyta mnie czy polać jeszcze. Bardzo proszę;taco
A dla niej On to filet mignon;taco
Przeciwnicy Konstytucji negowali nie tylko jej zasady, lecz samą legalność;duda
Koledzy brzdękają w struny;taco
Wracam i widzę awizo. Awizo. Awizo;taco
Bo wielokrotnie słyszymy superlatywy pod Państwa adresem;duda
Heh, to był chyba rok 2009 (2009);taco
Wszystkie badania eksperckie pokazują ogromny wzrost zachorowań na choroby onkologiczne, którego możemy się spodziewać w perspektywie najbliższych lat;duda
Dlatego będziemy czynili z naszej strony wszystko, żebyście byli wyposażeni w jak najlepszy sprzęt, jak najwyższej jakości;duda
Mówię pa, mówię cześć, mówię adieu;taco
Nie otaguję sponsora jak te panie w rajtkach;taco
Nasze miasta, miasteczka i wioski wyglądają coraz piękniej i to nie są już wyjątkowe miejsca, gdzie Polska wygląda tak jak miasta, miasteczka, wsie w Europie Zachodniej;duda
Ze zbudowanym obok żłobkiem – bardzo ładnym, eleganckim;duda
To nie tak, to nie tak, to nie tak, to nie tak;taco
Te 5-1-5;taco
Wielu Polaków opłakuje teraz swoich bliskich;duda
Pyta, czemu w garniturze nie biegam po Fryderykach;taco
Widziałem wreszcie rozbudowującą się podstrefę Starachowickiej Specjalnej Strefy Ekonomicznej, która od 2017 roku jest w Staszowie i w której powstają nowe obiekty dosłownie na oczach mieszkańców, dając nowe miejsca pracy – ku radości mieszkańców, ku dumie władz lokalnych, w szczególności burmistrza, który kiedyś, w 2017 roku, prosił mnie o wsparcie w tym zakresie, i to się udało;duda
Ale dzisiaj rozmawialiśmy przede wszystkim o obecnych problemach rynku mleka w Polsce z jednej strony, a z drugiej strony także i o problemie, które nurtuje nas już od dobrych kilku miesięcy, a mianowicie o suszy – bo to nie jest tylko problem tego roku;duda
Zarówno miała na czym usiąść jak i miała czym chuchać;taco
W Smoleńsku zginęli najlepsi z nas;duda
Kac gigant i pizza na tłustym cieście;taco
Królowe lodu chcą parę kafli i fejm, prestiż;taco
Powietrza wylot gdzieś przy metrze Marymont;taco
Najpierw nosiłem ten COS potem Tom Ford teraz już noszę Givenchy;taco
Kiedy luty zmienia się w lipiec, nie dam rady się przed nią kryć;taco
Znajdziesz mnie tam gdzie +4822;taco
Polska, w której jest praca;duda
Nie słuchaj tej suki. Kocha się we mnie;taco
Już widać na danych statystycznych, że liczba zakażeń w Polsce jest mniejsza niż w innych krajach, w szczególności Europy Zachodniej;duda
(Oh-o-o), bardzo proszę, wyrastają guzy, niby Karkonosze;taco
Znowu już czeka na nas kasyno, także Hilton szybko;taco
To jest oczywiście efekt naszej polityki, zabiegania o polskie interesy;duda
Na melanżu pełno tatuażu;taco
Piotrek kiwnął głową i powiedział: O, siema!;taco
Dla niej On to mniej więcej Jude Law;taco
Powiedziałem to głośno na spotkaniu z mieszkańcami, że zobowiązuje się ze wszystkich sił wesprzeć ten staszowski wniosek, aby ta strefa tutaj powstała – widząc energię, która emanowała wtedy z Pana Burmistrza, jego współpracowników, wierzyłem, że jak dostaną szansę, to inwestycje tutaj ruszą i będą powstawały nowe miejsca pracy, miasto będzie się rozwijało gospodarczo, będzie szansa rozwojowa dla młodych ludzi;duda
Mamy kolejny dzień działań związanych z walką z epidemią koronawirusa i przede wszystkim bardzo ważny czas, kiedy przygotowywane są w ostatecznej wersji – już projektowej – przepisy tzw;duda
Słyszałem te szepty ciągle kiedyś jakbym miał schizofrenię (Taco, taco?);taco
Więc nie bądź taka sceptyczna, będziesz mi wzdychać, aż padniesz;taco
Aby te warunki służby były jak najbardziej dogodne i jak najbardziej bezpieczne, bo wśród tego wszystkiego, co można zobaczyć, nawet w najbardziej wyspecjalizowanych jednostkach wojskowych, gdzie jest najlepszy, najdroższy sprzęt, nie ma nic cenniejszego niż człowiek;duda
Kiedy za oczami noszę diabła;taco
Tego dnia radujemy się więc z naszych wspólnych osiągnięć, bo jest czym się cieszyć!Z kolei 2 maja to Dzień Flagi, a zarazem Dzień Polonii i Polaków za Granicą;duda
Pamiętamy, że to święto wykorzystywał do swojej propagandy reżim komunistyczny, chociaż nie szanował pracy Polaków;duda
Ten młody gangster jest na co dzień na bezpłatnym stażu;taco
Młody kot, nie zaufam nigdy starym zwierzom;taco
Zaprowadzono mnie w miejsce, gdzie znajdowały się ciała prawie wszystkich ofiar, w tym moich przyjaciół, z którymi się wtedy pożegnałem;duda
Bardzo proszę, żeby w jak największym stopniu ograniczać swoją aktywność;duda
On chyba też ją zauważył, lecz zachował się podle;taco
To nie jest Animal Planet, lecz dziko wywija foka;taco
Dziękuję także za odwagę, bo jest to dzisiaj swoista odwaga, by taką służbę wykonywać;duda
Przykładem tego jest właśnie to miejsce, które w najbliższym czasie – po rozstrzygnięciu procedury przetargowej – będzie poddawane procedurom remontowym;duda
To miasto cuchnie jak rynsztok;taco
W związku z tym to jest dzisiaj wielkie wyzwanie, które powinniśmy realizować, i które dzisiaj rząd polski odważnie podjął;duda
Koniec lipca, za chwilę już znów zima;taco
Powtarzam: dyskusja długa, bo trwała prawie trzy godziny, ale jestem przekonany, że w ogromnym stopniu konstruktywna;duda
Zwykła podróż metrem, ile tu jest wrażeń z tego;taco
Chociaż jestem już przed trzydziestką (ayy, ayy), ciągle zbawić chcę cały wszechświat;taco
Każdy znasz banał, w nocy sztama, ale potem obca twarz z rana;taco
Sądzą, że ten blant wielce pomocny;taco
Jak stanik, co za nic się nie chce znów rozpiąć;taco
Chcę jeszcze bardzo mocno podkreślić, że to jest niewielki przetarg – to zaledwie kilkaset tysięcy złotych, które zostaną wydane na te prace modernizacyjne;duda
Moje półkule mózgu się kłócą jak dwa amory;taco
Mam dwadzieścia parę lat, moje plany giną;taco
Tak mnie irytuje, gdy nie odpisujesz (ej, hej, hej);taco
Znów pracuję, nie mam chwili i nie chcę tych zdjęć;taco
I szczerze mówiąc, zobaczywszy je się zakochałem (szczerze mówiąc);taco
Należy się liczyć z tym, że zachorowań będzie więcej, bo tak to wygląda w innych miejscach na świecie;duda
A ja co? Będę sam tutaj;taco
Dookoła mnie wszyscy w hajsie pływają jak Wujek Sknerus;taco
W mieście dziewczyn, które noszą Nike Roche za dnia;taco
Ale zapamiętaj: życie to nie Ale Kino;taco
żeby rozwiązywać problemy naszych rodaków, żeby stwarzać szanse mieszkańcom całego kraju, także w mniejszych ośrodkach miejskich takich właśnie, jak Staszów;duda
Nie pytam skąd ma hajsy, jeśli chce tańczyć to bardzo proszę;taco
Język spotyka zęby, a tam wina posmak;taco
Zjadasz baraninę w cieście zamiast biodra pożerać?;taco
Pojechałem pisać w CAFÉ BELGA;taco
Jesteśmy tu dzisiaj razem z panem ministrem po to właśnie, żeby porozmawiać z gospodarzami na temat sytuacji, jeżeli chodzi o kwestie związane z suszą, z poziomem nawodnienia gleby, ale także jeżeli chodzi o sytuację na rynku mleka;duda
Wraz z kebabem wsiedli ludzie, mieląc mięso w pyskach;taco
Po trzecie wreszcie – że jest nam potrzebny specjalny mechanizm, który pomoże europejskim gospodarkom w tej trudnej sytuacji;duda
Jestem tu. Moje serce jest jak stado bębnów;taco
Powtarzam: mam nadzieję, że dosłownie w najbliższych godzinach będą gotowe projekty ustaw;duda
Wszystko jedno, wszystko jedno;taco
Że będzie ją można znajdować i znajduje się ją także i w naszym kraju;duda
Jak chcesz szampana mogę kupić zero siedem Piccola;taco
Słyszałem, że coś mruczysz, więc powiedz to reszcie sali;taco
Już na Mokotowie opowiadasz o przyjaciółce;taco
Niektórzy byli nawet zdumieni, że aż tak radykalne środki podejmujemy, ale dzisiaj przynoszą one efekt;duda
Niestety, jest tak, że najbliższych i przyjaciół nie ma dzisiaj z nami ze względu na sytuację epidemiczną, jaką mamy w naszym kraju, ale mam nadzieję, że moje podziękowania i gratulacje – za Panów pośrednictwem – do najbliższych dotrą;duda
Z menelami. Każdy z nich wyglądał jak Leonid Iljicz Breżniew;taco
Jesteśmy narodem mądrym i dojrzałym;duda
Bo mieliśmy już sytuację taką, że susza rzeczywiście zaczęła w Polsce powstawać;duda
Idę ulicami gapiąc się na panny hoże;taco
Żeby ta szansa była wszędzie, nie tylko w wielkich miastach, nie tylko tam, gdzie zawsze dużo się działo, czy gdzie już od wielu lat dużo się dzieje;duda
Ale podstawowe znaczenie ma to, jak będziemy działali nawzajem, jak będziemy się zachowywali jako społeczność;duda
Towar się wbija w jej głowę, jak pacierz, amen;taco
Mama pyta kiedy zacznę pisać o czymś. Uhm..;taco
To, oczywiście wszyscy wiedzą, dbałość o rodzinę;duda
Płakaliśmy;duda
(NASTĘPNA STACJA): litr wina i pół wódki;taco
Oni to robią tak à propos, à propos;taco
W kraju, w którym każdy chłopiec to jest jełop i oblech;taco
Ale pandemia niesie nie tylko zagrożenie dla zdrowia i życia ludzi;duda
Całe to chlanie co noc (to wszystko tak à propos);taco
DJ z pierwszej zwrotki zmarł na wstrząs mózgu (Wstrząs mózgu);taco
A to miasto jest jak mąż. Miękki szept, potem twardy dotyk;taco
Naszej bohaterce chce się płakać;taco
Jeszcze raz bardzo serdecznie dziękuję i życzę obydwu Panom i wszystkim mieszkańcom Staszowa, aby ta inwestycja powstała jak najprędzej, a za nią kolejne i kolejne, dla pożytku miasta, dla pożytku województwa świętokrzyskiego i Rzeczypospolitej;duda
Lecz to jeszcze nic. Kiedyś zejdzie milion;taco
Doskonale zdaję sobie z tego sprawę i sam to odczuwam, ale chciałbym, żebyście Państwo przestrzegali tych zasad;duda
To jest bardzo ważne, żeby było to poczucie, że są zabezpieczeni, że są zabezpieczeni w odpowiedni sposób, właściwy dla swojego wieku, właściwy dla swoich predyspozycji, przez przygotowany do tego personel medyczny, który rozumie także potrzeby ludzi znajdujących się w coraz bardziej podeszłym wieku;duda
Te bestie się strachem żywią, a jedząc twą dusze tyją.;taco
Więcej – nie kto inny, tylko właśnie nasi funkcjonariusze, podlegli Panom funkcjonariusze Straży Granicznej, udawali się do różnych państw europejskich i nadal udają się po to, żeby tam pomagać, pokazywać wzorce, w jaki sposób należy wykonywać obowiązki służbowe, jakich nowoczesnych metod używać do tego, żeby te obowiązki w zakresie strzeżenia granic były wykonywane jak najlepiej;duda
Pogratulowałem tego, że w dużym stopniu udało się zapanować nad epidemią i że Chiny powoli, ale konsekwentnie mogą wracać do pracy;duda
Prosiłbym, żeby jednej strony przekazać moje gratulacje dla najbliższych, z drugiej strony ogromne wyrazy szacunku i podziękowania za to, że udzielali i udzielają Panom wsparcia przez te wszystkie lata służby dla Rzeczypospolitej;duda
Życzę Wam, żebyście zawsze wszystkie zdania, jakich się podejmiecie, służąc Rzeczypospolitej, wykonali z powodzeniem, jak najlepiej, dla chwały Rzeczypospolitej, dla bezpieczeństwa naszych rodaków, naszych sojuszników, ale także i dla własnej satysfakcji, która jest przecież w każdej służbie tak ogromnie ważna;duda
Drodzy Rodacy!Stoimy przed jednym z najtrudniejszych wyzwań ostatnich dziesięcioleci;duda
Bo nie obchodzą nas za bardzo tipy;taco
Ale przede wszystkim wskazałem, że jest nam potrzebny nowy mechanizm finansowy, który pomoże rozwinąć na superszeroką skalę działalność inwestycyjną w Europie;duda
Ale także żeby być w tym symbolicznym miejscu, jakim jest centrum Rzeczypospolitej – dokładnie centralne miejsce Polski, co bardzo ładnie widać na każdej mapie;duda
Nie wiem, kiedy zamieniłem kogiel mogiel na wódę;taco
Traktuję to jako służbę, chcę to z całą mocą podkreślić;duda
I w ogóle jakaś taka mądra, chyba chciała mnie słuchać!;taco
Mówiłem ci. Nie łaź ulicami po nocy;taco
Chciałbym się zmienić, zamknięty ten kantor.(hej);taco
Tak jak powiedziałem: to jeden z sześciuset pięćdziesięciu takich obiektów w Polsce, które będą remontowane i realizowane w najbliższym czasie;duda
Zamykam oczy i wróżę, że to już Świętokrzyska;taco
Lecha Kaczyńskiego;duda
Jeszcze raz dziękuję za tę wspaniałą postawę;duda
Wjechałem jak Conrado, o kurwa, jesteście cali?;taco
Mówiłem, że przeprowadzę w tej sprawie rozmowę z Prezydentem Chin;duda
To te noce kiedy za oczami noszę diabła;taco
Każdy z nas ma jakieś osobiste wspomnienie związane z tamtymi wyjątkowymi dniami, które nastały po katastrofie smoleńskiej;duda
Będzie na nowe Porsche, diament ma w pre orderze;taco
Choć w sumie to ich nie znamy. Nie lubią nas? No to skandal;taco
Jedni szukają promocji i się snują bazarami;taco
I to bardzo mocno podratowało sytuację w rolnictwie, ale to jest tylko podratowanie tej sytuacji – to właściwe słowo – na okres najbliższych tygodni, co najwyżej;duda
Bogu dzięki nasze gafy przeminęły z wiatrem (ay);taco
Zazwyczaj stoimy w korku;taco
To oznacza wejście do wyjątkowej grupy społecznej;duda
Będzie pała jak ta lala, nie mów o tym mamie;taco
Oni to robią tak à propos, à propos;taco
Ulicami niosłem się lekko, krzyki Krakowskiego Przedmieścia;taco
Wprowadzono także przepisy, które powodują, że rolnicy, także ci prowadzący rodzinne gospodarstwa rolne, będą traktowani tak jak przedsiębiorcy, czyli jak osoby prowadzące zwykłą działalność gospodarczą, a więc wszystkie te same formy pomocy będą przysługiwały, także tym, którzy wykonują działalność rolniczą;duda
Przerzucam sobie cash na PayPal;taco
Ja... umrę dziś, a Ty ze mną;taco
Kiedyś Pan Prezydent Lech Kaczyński, u którego boku miałem zaszczyt i wielką przyjemność przez ponad dwa lata pracować jako minister w jego Kancelarii, mówiąc, jaką powinniśmy przyjmować postawę jako społeczeństwo, jako naród – ale także my, jako politycy – mówił zawsze, że naród, który chce być uważany za wielki naród europejski, przede wszystkim musi się tak czuć i musi to pokazywać;duda
W tych trudnych dla nas wszystkich dniach z całego serca dziękuję służbom sanitarnym, medycznym i mundurowym;duda
Będę przestępcą, chyba zacznę robić skoki na boku;taco
To są zatem zadania inwestycyjne, które może wykonać właściwie każda niewielka polska firma, specjalizująca się w tym;duda
I jeszcze jedno;duda
W dobie koronawirusa spowodowało to bardzo często rwanie się łańcuchów dostaw, brak możliwości uzyskania różnego rodzaju komponentów niezbędnych do produkowania ważnych urządzeń, ważnych materiałów, które w dobie koronawirusa okazały się na wagę złota, a były po prostu przez to niedostępne;duda
Bardzo proszę, żebyście Państwo tych zasad przestrzegali;duda
Sarny umysł się iskrzy, telefon krzyczy i piszczy;taco
Tu trzeba sobie jasno powiedzieć – po pierwsze: trudno sobie wyobrazić, że w tej chwili strażacy będą odbywali te badania okresowe i będą w tych sprawach obciążali dodatkowo służbę zdrowia;duda
Ty jesteś mądra i piękna. Widzę to w twoich oczętach;taco
Prezerwatywy?, O, nie mam!;taco
A teraz głodni jakby właśnie im się skończył Ramadan;taco
Ale woli dawać mandat młodemu chłopcu;taco
Oto płyta (może trochę was zabawi): Café Belga;taco
Byliśmy przez całe ostatnie lata bardzo dumni z Panów formacji i cieszę się z tego, że właśnie Panom – tak jak podkreśliłem – młodym cały czas jeszcze oficerom, a dzisiaj już pełniącym tak niezwykle odpowiedzialne funkcje w strukturach Straży Granicznej, funkcje komendantów, że mogę te nominacje generalskie, w tym kontradmiralską, wręczyć;duda
Chce opisać to w piosence, to już trzecie podejście;taco
